ID,Type,Cotton,Organic_cotton,Linen,Hemp,Jute,Other_plant,Silk,Wool,Leather,Camel,Cashmere,Alpaca,Feathers,Other_animal,Polyester,Nylon,Acrylic,Spandex,Elastane,Polyamide,Other_synthetic,Lyocell,Viscose,Acetate,Modal,Rayon,Other_regenerated,Other,Recycled_content,Reused_content,Material_label,Chemicals_label,Production_label,Manufacturing_location,Transporation_distance,Use_location,Washing_instruction,Drying_instruction,Reusability_label,Recylability_label,EI
623,dress,"0,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,40","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,9717,Norway,Machine wash_ cold,Line dry,0,0,5
624,dress,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,95","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,17792,Finland,Machine wash_ cold,Line dry,0,0,4
625,dress,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,37","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,58","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,6071,UK,Machine wash_ cold,Line dry,0,0,4
626,dress,"0,72","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,25","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,03","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,10951,Spain,Machine wash_ cold,Line dry,0,0,3
627,dress,"0,50","0,00","0,28","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,22","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,9936,Italy,Machine wash_ warm,Line dry,0,0,4
628,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,19692,Germany,Machine wash_ cold,Line dry,0,0,4
629,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,22","0,00","0,00","0,00","0,00","0,00","0,00","0,48","0,00","0,01","0,00","0,00","0,01","0,00","0,00","0,28","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,15308,Belgium,Hand wash,Line dry,0,0,5
630,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,67","0,30","0,00","0,00","0,03","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,13512,Netherlands,Dry clean,Dry clean,0,0,5
631,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,67","0,33","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,9602,France,Machine wash_ cold,Line dry,0,0,5
632,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,50","0,00","0,00","0,00","0,00","0,00","0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,6483,Luxembourg,Hand wash,Line dry,0,0,3
633,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,50","0,00","0,00","0,00","0,00","0,00","0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,17606,Switzerland,Hand wash,Line dry,0,0,3
634,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,16739,Austria,Machine wash_ cold,Line dry,0,0,4
635,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,98","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,15942,Czechia,Machine wash_ cold,Line dry,0,0,4
636,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,06","0,00","0,00","0,00","0,00","0,00","0,00","0,12","0,11","0,68","0,00","0,03","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,6121,Poland,Dry clean,Dry clean,0,0,5
637,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,11817,Denmark,Dry clean,Dry clean,0,0,4
638,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,8502,Sweden,Machine wash_ cold,Line dry,0,0,5
639,jacket,"0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,15151,Norway,Hand wash,Line dry,0,0,4
640,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,16126,Finland,Machine wash_ cold,Line dry,0,0,4
641,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,95","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,19862,UK,Machine wash_ cold,Line dry,0,0,4
642,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,5517,Spain,Machine wash_ cold,Line dry,0,0,4
643,jacket,"0,34","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,66","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,17641,Italy,Machine wash_ cold,Line dry,0,0,5
644,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,18614,Germany,Machine wash_ cold,Line dry,0,0,4
645,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,10790,Belgium,Dry clean,Dry clean,0,0,4
646,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,15885,Netherlands,Machine wash_ cold,Line dry,0,0,4
647,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,10755,France,Machine wash_ cold,Line dry,0,0,4
648,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,15618,Luxembourg,Machine wash_ cold,Line dry,0,0,4
649,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,5081,Switzerland,Machine wash_ cold,Line dry,0,0,4
650,jacket,"0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,12670,Austria,Hand wash,Line dry,0,0,4
651,jacket,"0,98","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,11773,Czechia,Machine wash_ warm,Line dry,0,0,3
652,jacket,"0,27","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,50","0,00","0,00","0,00","0,01","0,22","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,7831,Poland,Machine wash_ cold,Line dry,0,0,4
653,jacket,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,13580,Denmark,Machine wash_ cold,Line dry,0,0,3
654,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,7813,Sweden,Machine wash_ warm,Line dry,0,0,4
655,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,12864,Norway,Dry clean,Dry clean,0,0,4
656,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,84","0,00","0,00","0,00","0,03","0,00","0,00","0,00","0,13","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,6697,Finland,Machine wash_ cold,Line dry,0,0,4
657,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,18006,UK,Machine wash_ warm,Tumble dry_ low,0,0,4
658,jacket,"0,58","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,42","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,5362,Spain,Machine wash_ warm,Line dry,0,0,4
659,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,5336,Italy,Dry clean,Dry clean,0,0,4
660,jeans,"0,97","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,03","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,14313,Germany,Machine wash_ cold,Line dry,0,0,3
661,jeans,"0,86","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,12","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,14809,Belgium,Machine wash_ cold,Line dry,0,0,4
662,jeans,"0,98","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,19238,Netherlands,Machine wash_ warm,Line dry,0,0,3
663,jeans,"0,92","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,06","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,14338,France,Machine wash_ cold,Line dry,0,0,4
664,jeans,"0,94","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,13024,Luxembourg,Machine wash_ cold,Line dry,0,0,3
665,jeans,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,8142,Switzerland,Machine wash_ warm,Line dry,0,0,4
666,jeans,"0,64","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,33","0,00","0,00","0,00","0,03","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,19960,Austria,Machine wash_ cold,Line dry,0,0,5
667,jeans,"0,68","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,30","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,8722,Czechia,Machine wash_ cold,Line dry,0,0,3
668,jeans,"0,93","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,6246,Poland,Machine wash_ cold,Line dry,0,0,4
669,jeans,"0,72","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,26","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,17416,Denmark,Machine wash_ warm,Line dry,0,0,5
670,jeans,"0,67","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,16","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,15","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,14206,Sweden,Machine wash_ cold,Line dry,0,0,4
671,jeans,"0,98","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,6922,Norway,Machine wash_ cold,Line dry,0,0,3
672,jeans,"0,97","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,03","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,5998,Finland,Machine wash_ warm,Line dry,0,0,4
673,jeans,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,18986,UK,Machine wash_ warm,Line dry,0,0,4
674,jeans,"0,98","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,14122,Spain,Machine wash_ cold,Line dry,0,0,3
675,jeans,"0,92","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,06","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,10686,Italy,Machine wash_ cold,Line dry,0,0,4
676,jeans,"0,89","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,06","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,5128,Germany,Machine wash_ cold,Line dry,0,0,4
677,jeans,"0,98","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,9177,Belgium,Machine wash_ cold,Line dry,0,0,4
678,jeans,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,10801,Netherlands,Machine wash_ warm,Line dry,0,0,4
679,jeans,"0,98","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,8172,France,Machine wash_ cold,Line dry,0,0,3
680,jeans,"0,98","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,16300,Luxembourg,Machine wash_ cold,Line dry,0,0,3
681,jeans,"0,99","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,10698,Switzerland,Machine wash_ cold,Line dry,0,0,3
682,jeans,"0,99","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,17917,Austria,Machine wash_ warm,Line dry,0,0,3
683,jeans,"0,86","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,12","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,14003,Czechia,Machine wash_ cold,Line dry,0,0,4
684,jeans,"0,62","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,22","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,14","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,5393,Poland,Machine wash_ cold,Line dry,0,0,3
685,jeans,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,6222,Denmark,Machine wash_ cold,Line dry,0,0,4
686,jeans,"0,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,08","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,5325,Sweden,Machine wash_ warm,Line dry,0,0,4
687,jeans,"0,99","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,19205,Norway,Machine wash_ cold,Line dry,0,0,4
688,jeans,"0,93","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,05","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,16599,Finland,Machine wash_ warm,Line dry,0,0,4
689,jeans,"0,98","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,8447,UK,Machine wash_ warm,Line dry,0,0,4
690,jeans,"0,98","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,16702,Spain,Machine wash_ warm,Line dry,0,0,4
691,jeans,"0,50","0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,16282,Italy,Machine wash_ warm,Line dry,0,0,3
692,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,18","0,82","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,7409,Germany,Machine wash_ cold,Line dry,0,0,5
693,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,35","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,65","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,12143,Belgium,Machine wash_ cold,Line dry,0,0,3
694,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,20","0,00",0,0,0,NaN,18445,Netherlands,Machine wash_ warm,Line dry,0,0,4
695,skirt,"0,39","0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,11190,France,Machine wash_ cold,Line dry,0,0,3
696,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,95","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,20","0,00",0,0,0,NaN,17001,Luxembourg,Machine wash_ cold,Line dry,0,0,4
697,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,9428,Switzerland,Machine wash_ cold,Line dry,0,0,4
698,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,16035,Austria,Dry clean,Dry clean,0,0,4
699,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,04","0,00","0,00","0,00","0,00","0,00","0,00","0,61","0,00","0,32","0,00","0,00","0,00","0,01","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,16701,Czechia,Dry clean,Dry clean,0,0,5
700,skirt,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,5424,Poland,Machine wash_ cold,Line dry,0,0,3
701,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,99","0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,14095,Denmark,Machine wash_ cold,Line dry,0,0,4
702,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,17686,Sweden,Machine wash_ warm,Tumble dry_ low,0,0,4
703,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,14796,Norway,Machine wash_ cold,Line dry,0,0,4
704,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,91","0,00","0,00","0,00","0,09","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,10086,Finland,Machine wash_ cold,Line dry,0,0,4
705,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,99","0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,16074,UK,Machine wash_ cold,Line dry,0,0,4
