ID,Type,Cotton,Organic_cotton,Linen,Hemp,Jute,Other_plant,Silk,Wool,Leather,Camel,Cashmere,Alpaca,Feathers,Other_animal,Polyester,Nylon,Acrylic,Spandex,Elastane,Polyamide,Other_synthetic,Lyocell,Viscose,Acetate,Modal,Rayon,Other_regenerated,Other,Recycled_content,Reused_content,Material_label,Chemicals_label,Production_label,Manufacturing_location,Transporation_distance,Use_location,Washing_instruction,Drying_instruction,Reusability_label,Recylability_label,EI
75,jeans,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,Africa,2666,Switzerland,Machine wash_ cold,Line dry,0,0,3
76,trousers,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,65","0,00","0,00","0,00","0,00","0,00","0,00","0,35","0,00","0,00","0,00","0,00","0,00","0,00","0,65","0,00",1,1,1,Europe,1030,Sweden,Machine wash_ hot,Tumble dry_ medium,0,0,1
77,trousers,"0,35","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,65","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,0,Europe,1528,Norway,Machine wash_ hot,Tumble dry_ low,0,0,3
78,trousers,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,65","0,00","0,00","0,00","0,00","0,00","0,00","0,35","0,00","0,00","0,00","0,00","0,00","0,00","0,65","0,00",1,1,1,Europe,1576,Finland,Machine wash_ hot,Tumble dry_ medium,0,0,1
79,trousers,"0,35","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,65","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,0,Europe,2060,Latvia,Machine wash_ hot,Tumble dry_ low,0,0,3
80,short,"0,35","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,65","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,65","0,00",0,1,1,Europe,2102,Denmark,Machine wash_ hot,Tumble dry_ low,0,0,2
81,short,"0,73","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,17","0,08","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,0,Europe,2354,Poland,Machine wash_ hot,Tumble dry_ medium,0,0,4
82,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,65","0,00","0,00","0,00","0,00","0,00","0,00","0,35","0,00","0,00","0,00","0,00","0,00","0,00","0,65","0,00",1,1,1,Europe,2634,UK,Machine wash_ hot,Tumble dry_ medium,0,0,1
83,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,65","0,00","0,00","0,00","0,00","0,00","0,00","0,35","0,00","0,00","0,00","0,00","0,00","0,00","0,65","0,00",1,1,1,Europe,8146,USA,Machine wash_ hot,Tumble dry_ medium,0,0,1
84,trousers,"0,35","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,65","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,65","0,00",0,1,1,Europe,1030,Sweden,Machine wash_ hot,Tumble dry_ low,0,0,2
85,trousers,"0,35","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,65","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,0,Europe,1528,Norway,Machine wash_ hot,Tumble dry_ medium,0,0,4
86,jacket,"0,35","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,65","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,65","0,00",0,1,1,Europe,1576,Finland,Machine wash_ hot,Tumble dry_ low,0,0,2
87,jacket,"0,35","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,65","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,0,Europe,2060,Latvia,Machine wash_ hot,Tumble dry_ low,0,0,3
88,t-shirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00",0,1,1,Europe,2102,Denmark,Machine wash_ warm,Tumble dry_ low,0,0,2
89,t-shirt,"0,55","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,45","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,0,Europe,2354,Poland,Machine wash_ hot,Tumble dry_ low,0,0,3
90,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00",0,1,1,Europe,2634,UK,Machine wash_ warm,Tumble dry_ low,0,0,2
91,sweater,"0,25","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,75","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,0,Europe,8146,USA,Machine wash_ hot,Tumble dry_ low,0,0,3
92,t-shirt,"0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,0,Europe,1030,Sweden,Machine wash_ hot,Tumble dry_ low,0,0,2
93,t-shirt,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,0,Europe,1528,Norway,Machine wash_ hot,Tumble dry_ low,0,0,3
94,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00",0,1,1,Europe,1576,Finland,Machine wash_ warm,Line dry,0,0,2
95,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,0,Europe,2060,Latvia,Machine wash_ hot,Tumble dry_ low,0,0,3
96,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00",0,1,1,Europe,2102,Denmark,Machine wash_ warm,Tumble dry_ low,0,0,2
97,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,50","0,00","0,00","0,00","0,00","0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,0,Europe,2354,Poland,Machine wash_ warm,Line dry,0,0,3
98,jeans,"0,85","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,15","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,1,Europe,11153,USA,Machine wash_ cold,Line dry,0,0,2
99,jeans,"0,95","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,1,Europe,10253,USA,Machine wash_ cold,Line dry,0,0,2
100,jeans,"0,45","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,45","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,1,Europe,11153,USA,Machine wash_ cold,Line dry,0,0,2
101,jeans,"0,85","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,15","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,1,Europe,10253,USA,Machine wash_ cold,Line dry,0,0,2
102,jeans,"0,95","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,1,Europe,11153,USA,Machine wash_ cold,Line dry,0,0,2
103,jeans,"0,45","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,45","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,1,Europe,10253,USA,Machine wash_ cold,Line dry,0,0,2
104,jeans,"0,85","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,15","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,0,Europe,11153,USA,Machine wash_ cold,Line dry,0,0,3
105,jeans,"0,95","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,0,Europe,10253,USA,Machine wash_ cold,Line dry,0,0,3
106,jeans,"0,45","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,45","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,0,Europe,11153,USA,Machine wash_ cold,Line dry,0,0,3
107,jeans,"0,85","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,15","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,1,Europe,10253,USA,Machine wash_ cold,Line dry,0,0,2
108,jeans,"0,95","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,1,Europe,11153,USA,Machine wash_ cold,Line dry,0,0,2
109,jeans,"0,45","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,45","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,1,Europe,10253,USA,Machine wash_ cold,Line dry,0,0,2
110,jeans,"0,85","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,15","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,0,Europe,11153,USA,Machine wash_ cold,Line dry,0,0,3
111,jeans,"0,95","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,0,Europe,10253,USA,Machine wash_ cold,Line dry,0,0,3
112,jeans,"0,45","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,45","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,0,Europe,11153,USA,Machine wash_ cold,Line dry,0,0,3
113,jeans,"0,99","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,0,Europe,10253,USA,Machine wash_ cold,Line dry,0,0,3
114,jeans,"0,15","0,84","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,15","0,00",0,1,1,Europe,11153,USA,Machine wash_ cold,Line dry,0,0,1
115,jeans,"0,99","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,0,Europe,10253,USA,Machine wash_ cold,Line dry,0,0,3
116,jeans,"0,11","0,87","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,11","0,00",0,1,1,Europe,11153,USA,Machine wash_ cold,Line dry,0,0,1
117,jeans,"0,87","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,11","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,0,Europe,10253,USA,Machine wash_ cold,Line dry,0,0,3
118,jeans,"0,00","0,81","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,17","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,17","0,00",0,1,1,Europe,11153,USA,Machine wash_ cold,Line dry,0,1,1
119,jacket,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,1,0,Europe,10253,USA,Machine wash_ cold,Line dry,0,0,3
120,jacket,"0,20","0,80","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,20","0,00",1,1,1,Europe,11153,USA,Machine wash_ cold,Line dry,0,1,1
121,jeans,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,Asia,956072727272727,USA-UK-EU,Machine wash_ cold,Line dry,0,0,4
122,t-shirt,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,Asia,7333,EU,Machine wash_ cold,Tumble dry_ low,0,0,4
123,t-shirt,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,Asia,7029,USA-UK-EU,Machine wash_ cold,Tumble dry_ low,0,1,4
124,t-shirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,20000,USA-UK-EU,Machine wash_ cold,Tumble dry_ low,0,1,4
125,sweater,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,20000,USA-UK-EU,Machine wash_ cold,Tumble dry_ low,0,1,4
126,t-shirt,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,Asia,8661,USA-UK-EU,Machine wash_ cold,Line dry,0,0,4
127,t-shirt,"0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,1,NaN,20000,USA-UK-EU,Machine wash_ cold,Line dry,0,0,2
128,t-shirt,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00",0,0,0,Asia,8661,USA-UK-EU,Machine wash_ cold,Line dry,0,0,3
129,t-shirt,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,1,Asia,9561,USA-UK-EU,Machine wash_ cold,Line dry,0,0,3
130,jeans,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,Africa,2907.5,EU,Machine wash_ cold,Tumble dry_ low,0,1,3
131,jeans,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,Africa,3807.5,EU,Machine wash_ cold,Tumble dry_ low,0,1,3
132,jeans,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,Africa,2907.5,EU,Machine wash_ cold,Tumble dry_ low,0,1,4
133,jeans,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,Asia,9561,USA-UK-EU,Machine wash_ cold,Line dry,0,0,5
134,jeans,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,Asia,8661,USA-UK-EU,Machine wash_ cold,Line dry,0,0,4
135,t-shirt,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,Asia,13184,USA,Machine wash_ cold,Tumble dry_ low,0,0,4
136,t-shirt,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,Asia,11373,USA,Machine wash_ cold,Line dry,0,0,4
137,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,20000,USA-UK-EU,Machine wash_ warm,Tumble dry_ low,0,0,4
138,jeans,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,Asia,8661,USA-UK-EU,Machine wash_ cold,Line dry,0,0,4
139,jeans,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,Asia,9561,USA-UK-EU,Machine wash_ cold,Line dry,0,0,5
140,t-shirt,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,Asia,8661,USA-UK-EU,Machine wash_ cold,Line dry,0,0,4
141,jeans,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,Asia,12273,USA,Machine wash_ cold,Line dry,0,0,5
142,t-shirt,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,Asia,8661,USA-UK-EU,Machine wash_ cold,Line dry,0,0,4
143,t-shirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,20000,USA-UK-EU,Machine wash_ warm,Tumble dry_ low,0,0,4
144,t-shirt,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,Asia,8661,USA-UK-EU,Machine wash_ cold,Line dry,0,0,3
145,dress,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,20000,USA-UK-EU,Machine wash_ warm,Tumble dry_ low,0,0,4
146,t-shirt,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,Asia,8661,USA-UK-EU,Machine wash_ cold,Line dry,0,0,4
147,jeans,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,Asia,9561,USA-UK-EU,Machine wash_ cold,Line dry,0,0,4
148,blouse,"0,70","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,03","0,27","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,7746,Germany,Machine wash_ cold,Line dry,0,0,5
149,blouse,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,95","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,19162,Belgium,Machine wash_ cold,Line dry,0,0,4
150,blouse,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,50","0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,6279,Netherlands,Machine wash_ warm,Tumble dry_ low,0,0,4
151,blouse,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,13147,France,Machine wash_ cold,Line dry,0,0,4
152,blouse,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,10296,Luxembourg,Machine wash_ cold,Line dry,0,0,2
153,blouse,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,14124,Switzerland,Machine wash_ warm,Tumble dry_ low,0,0,4
154,blouse,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,15","0,00","0,00","0,00","0,00","0,00","0,00","0,85","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,10982,Austria,Machine wash_ cold,Line dry,0,0,4
155,blouse,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,16","0,00","0,25","0,59","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,7901,Czechia,Machine wash_ cold,Line dry,0,0,4
